RetailStore,CustomerID,TransactionID,InvoiceDate,ProductID,Cost
1,1030,1ID10080,1/3/2019,5,199.75
2,1031,2ID10081,1/3/2019,29,18.75
2,1031,2ID10081,1/3/2019,6,204.5
1,1032,1ID10082,1/3/2019,1,144.75
1,1033,1ID10083,1/3/2019,30,197
2,1034,2ID10084,1/3/2019,31,999.75
2,1034,2ID10084,1/3/2019,31,999.75
1,1035,1ID10085,1/3/2019,1,144.75
1,1013,1ID10086,1/3/2019,21,142.25
1,1012,1ID10087,1/3/2019,25,189.75
1,1012,1ID10087,1/3/2019,20,199.75
2,1036,2ID10088,1/3/2019,32,31.25
2,1036,2ID10088,1/3/2019,21,147.25
2,1036,2ID10088,1/3/2019,26,197.25
2,1036,2ID10088,1/3/2019,26,197.25
2,1036,2ID10088,1/3/2019,13,216
2,1037,2ID10089,1/3/2019,33,197.25
2,1038,2ID10090,1/4/2019,5,266
2,1038,2ID10090,1/4/2019,4,197.25
2,1038,2ID10090,1/4/2019,27,147.25
2,1038,2ID10090,1/4/2019,15,159.75
2,1038,2ID10090,1/4/2019,24,159.75
2,1039,2ID10091,1/4/2019,34,223.25
3,1040,3ID10092,1/4/2019,1,142.25
3,1040,3ID10092,1/4/2019,14,192.25
3,1040,3ID10092,1/4/2019,18,142.25
3,1040,3ID10092,1/4/2019,11,147.25
1,1041,1ID10093,1/4/2019,15,197
1,1042,1ID10094,1/4/2019,15,197
1,1042,1ID10094,1/4/2019,1,202
1,1043,1ID10095,1/4/2019,9,197
1,1043,1ID10095,1/4/2019,25,247
3,1044,3ID10096,1/4/2019,35,206
1,1012,1ID10097,1/4/2019,26,194.75
1,1012,1ID10097,1/4/2019,25,189.75
1,1045,1ID10098,1/4/2019,36,97.25
1,1045,1ID10098,1/4/2019,6,139.75
1,1045,1ID10098,1/4/2019,19,97.25
1,1045,1ID10098,1/4/2019,37,144.75
2,1046,2ID10099,1/4/2019,2,109.75
2,1046,2ID10099,1/4/2019,26,216
2,1046,2ID10099,1/4/2019,26,216
2,1007,2ID10100,1/4/2019,5,216
1,1047,1ID10101,1/4/2019,7,189.75
1,1047,1ID10101,1/4/2019,28,189.75
1,1047,1ID10101,1/4/2019,28,189.75
2,1048,2ID10102,1/5/2019,25,197.25
2,1048,2ID10102,1/5/2019,3,47.25
3,1049,3ID10103,1/5/2019,6,192
3,1049,3ID10103,1/5/2019,6,192
2,1050,2ID10104,1/5/2019,7,197.25
1,1051,1ID10105,1/5/2019,1,208.25
1,1051,1ID10105,1/5/2019,1,202
1,1052,1ID10106,1/5/2019,9,197
1,1052,1ID10106,1/5/2019,9,139.75
3,1053,3ID10107,1/5/2019,15,192
3,1053,3ID10107,1/5/2019,3,44.75
3,1053,3ID10107,1/5/2019,21,142.25
3,1053,3ID10107,1/5/2019,21,142.25
3,1053,3ID10107,1/5/2019,21,142.25
3,1054,3ID10108,1/5/2019,25,287.25
3,1054,3ID10108,1/5/2019,25,187.25
3,1054,3ID10108,1/5/2019,38,137.25
3,1054,3ID10108,1/5/2019,9,192
3,1055,3ID10109,1/5/2019,5,197.25
3,1056,3ID10110,1/5/2019,8,192
1,1057,1ID10111,1/5/2019,1,144.75
1,1013,1ID10112,1/5/2019,21,142.25
3,1058,3ID10113,1/5/2019,6,192
3,1058,3ID10113,1/5/2019,18,197
3,1058,3ID10113,1/5/2019,20,197.25
3,1058,3ID10113,1/5/2019,33,247
3,1058,3ID10113,1/5/2019,30,210.75
3,1058,3ID10113,1/5/2019,38,192
3,1058,3ID10113,1/5/2019,13,242
3,1059,3ID10114,1/5/2019,27,147.25
3,1059,3ID10114,1/5/2019,37,142.25
1,1012,1ID10115,1/5/2019,20,199.75
1,1012,1ID10115,1/5/2019,20,199.75
2,1060,2ID10116,1/5/2019,9,210.75
2,1060,2ID10116,1/5/2019,26,216
2,1061,2ID10117,1/5/2019,20,197.25
2,1061,2ID10117,1/5/2019,5,197.25
2,1061,2ID10117,1/5/2019,14,197.25
1,1062,1ID10118,1/5/2019,39,203.25
1,1062,1ID10118,1/5/2019,16,189.75
3,1063,3ID10119,1/6/2019,15,198.25
3,1064,3ID10120,1/6/2019,40,27.25
3,1064,3ID10120,1/6/2019,1,142.25
2,1065,2ID10121,1/6/2019,37,204.5
2,1066,2ID10122,1/6/2019,15,204.5
2,1067,2ID10123,1/6/2019,7,197.25
2,1067,2ID10123,1/6/2019,4,197.25
2,1068,2ID10124,1/6/2019,37,204.5
2,1069,2ID10125,1/6/2019,5,197.25
2,1069,2ID10125,1/6/2019,5,197.25
2,1069,2ID10125,1/6/2019,37,147.25
2,1069,2ID10125,1/6/2019,1,204.5
2,1069,2ID10125,1/6/2019,21,254.5
2,1069,2ID10125,1/6/2019,21,147.25
2,1070,2ID10126,1/6/2019,5,197.25
2,1070,2ID10126,1/6/2019,5,292
2,1071,2ID10127,1/6/2019,20,316
2,1072,2ID10128,1/6/2019,5,197.25
2,1073,2ID10129,1/6/2019,13,360.75
3,1074,3ID10130,1/6/2019,40,27.25
3,1074,3ID10130,1/6/2019,20,197.25
2,1002,2ID10131,1/6/2019,20,197.25
2,1002,2ID10131,1/6/2019,22,27.25
2,1002,2ID10131,1/6/2019,2,97.25
2,1002,2ID10131,1/6/2019,3,47.25
2,1075,2ID10132,1/6/2019,1,204.5
2,1075,2ID10132,1/6/2019,11,204.5
3,1076,3ID10133,1/6/2019,1,197
3,1076,3ID10133,1/6/2019,27,202
1,1077,1ID10134,1/6/2019,20,257
1,1078,1ID10135,1/6/2019,34,139.75
2,1079,2ID10136,1/6/2019,34,147.25
1,1080,1ID10137,1/6/2019,9,197
2,1081,2ID10138,1/6/2019,11,204.5
3,1082,3ID10139,1/6/2019,39,137.25
1,1083,1ID10140,1/6/2019,40,27.25
1,1083,1ID10140,1/6/2019,11,149.75
1,1083,1ID10140,1/6/2019,11,149.75
1,1083,1ID10140,1/6/2019,23,139.75
1,1083,1ID10140,1/6/2019,9,139.75
1,1084,1ID10141,1/6/2019,34,139.75
1,1084,1ID10141,1/6/2019,8,139.75
1,1084,1ID10141,1/6/2019,40,27.25
2,1085,2ID10142,1/6/2019,24,147.25
2,1085,2ID10142,1/6/2019,8,147.25
2,1085,2ID10142,1/6/2019,8,204.5
1,1086,1ID10143,1/6/2019,1,202
3,1087,3ID10144,1/6/2019,37,192.25
3,1088,3ID10145,1/6/2019,32,31.25
3,1088,3ID10145,1/6/2019,33,192.25
3,1088,3ID10145,1/6/2019,26,192.25
1,1089,1ID10146,1/6/2019,1,144.75
3,1090,3ID10147,1/6/2019,22,27.25
3,1090,3ID10147,1/6/2019,18,142.25
3,1090,3ID10147,1/6/2019,18,142.25
3,1090,3ID10147,1/6/2019,2,87.25
3,1090,3ID10147,1/6/2019,21,142.25
2,1091,2ID10148,1/6/2019,26,316
1,1012,1ID10149,1/6/2019,20,199.75
1,1012,1ID10149,1/6/2019,20,199.75
2,1092,2ID10150,1/6/2019,7,254.5
2,1092,2ID10150,1/6/2019,8,204.5
2,1093,2ID10151,1/7/2019,7,197.25
2,1093,2ID10151,1/7/2019,4,197.25
2,1094,2ID10152,1/7/2019,23,147.25
2,1094,2ID10152,1/7/2019,12,106
1,1095,1ID10153,1/7/2019,18,208.25
1,1096,1ID10154,1/7/2019,26,270.75
1,1096,1ID10154,1/7/2019,15,197
2,1097,2ID10155,1/7/2019,11,166
2,1098,2ID10156,1/7/2019,7,260.75
2,1098,2ID10156,1/7/2019,25,197.25
2,1099,2ID10157,1/7/2019,37,204.5
2,1099,2ID10157,1/7/2019,37,204.5
2,1100,2ID10158,1/7/2019,33,254.5
1,1012,1ID10159,1/7/2019,20,199.75
1,1012,1ID10159,1/7/2019,20,199.75
1,1101,1ID10160,1/7/2019,32,31.25
1,1101,1ID10160,1/7/2019,27,149.75
1,1101,1ID10160,1/7/2019,8,139.75
1,1101,1ID10160,1/7/2019,40,27.25
1,1101,1ID10160,1/7/2019,1,144.75
3,1102,3ID10161,1/8/2019,1,142.25
3,1102,3ID10161,1/8/2019,1,142.25
3,1102,3ID10161,1/8/2019,1,142.25
2,1103,2ID10162,1/8/2019,15,147.25
2,1103,2ID10162,1/8/2019,37,204.5
2,1104,2ID10163,1/8/2019,33,197.25
2,1104,2ID10163,1/8/2019,4,197.25
2,1104,2ID10163,1/8/2019,23,147.25
2,1104,2ID10163,1/8/2019,23,147.25
2,1105,2ID10164,1/8/2019,8,217
2,1105,2ID10164,1/8/2019,19,99.75
2,1106,2ID10165,1/8/2019,7,260.75
2,1107,2ID10166,1/8/2019,31,999.75
2,1107,2ID10166,1/8/2019,31,999.75
2,1107,2ID10166,1/8/2019,40,24.75
2,1108,2ID10167,1/8/2019,4,197.25
2,1108,2ID10167,1/8/2019,7,197.25
2,1098,2ID10168,1/8/2019,18,147.25
2,1098,2ID10168,1/8/2019,7,260.75
2,1098,2ID10168,1/8/2019,25,297.25
2,1109,2ID10169,1/8/2019,24,204.5
2,1109,2ID10169,1/8/2019,8,204.5
2,1110,2ID10170,1/8/2019,2,97.25
2,1110,2ID10170,1/8/2019,41,147.25
2,1110,2ID10170,1/8/2019,25,197.25
2,1110,2ID10170,1/8/2019,25,197.25
2,1110,2ID10170,1/8/2019,23,147.25
3,1111,3ID10171,1/9/2019,18,142.25
3,1111,3ID10171,1/9/2019,6,137.25
3,1111,3ID10171,1/9/2019,6,137.25
3,1111,3ID10171,1/9/2019,9,137.25
3,1111,3ID10171,1/9/2019,9,137.25
3,1111,3ID10171,1/9/2019,32,31.25
3,1111,3ID10171,1/9/2019,32,31.25
3,1111,3ID10171,1/9/2019,38,137.25
3,1111,3ID10171,1/9/2019,40,27.25
2,1112,2ID10172,1/9/2019,6,217
2,1113,2ID10173,1/9/2019,26,197.25
2,1113,2ID10173,1/9/2019,37,147.25
2,1113,2ID10173,1/9/2019,37,147.25
2,1113,2ID10173,1/9/2019,4,197.25
3,1114,3ID10174,1/9/2019,9,137.25
3,1114,3ID10174,1/9/2019,7,187.25
3,1114,3ID10174,1/9/2019,1,142.25
3,1114,3ID10174,1/9/2019,28,187.25
3,1114,3ID10174,1/9/2019,8,137.25
3,1115,3ID10175,1/9/2019,6,192
2,1116,2ID10176,1/9/2019,20,254.5
2,1116,2ID10176,1/9/2019,7,260.75
3,1117,3ID10177,1/9/2019,1,142.25
3,1117,3ID10177,1/9/2019,18,142.25
3,1118,3ID10178,1/9/2019,4,248.25
3,1119,3ID10179,1/9/2019,18,197
3,1120,3ID10180,1/9/2019,7,187.25
3,1121,3ID10181,1/9/2019,5,197.25
2,1050,2ID10182,1/9/2019,7,197.25
1,1122,1ID10183,1/9/2019,28,239.75
1,1122,1ID10183,1/9/2019,42,197
2,1123,2ID10184,1/9/2019,9,147.25
2,1123,2ID10184,1/9/2019,7,260.75
1,1004,1ID10185,1/9/2019,34,203.25
1,1124,1ID10186,1/9/2019,7,253.25
1,1124,1ID10186,1/9/2019,33,258.25
2,1125,2ID10187,1/10/2019,14,254.5
3,1126,3ID10188,1/10/2019,37,142.25
3,1126,3ID10188,1/10/2019,40,27.25
3,1126,3ID10188,1/10/2019,41,137.25
3,1127,3ID10189,1/10/2019,26,192.25
3,1127,3ID10189,1/10/2019,26,192.25
3,1128,3ID10190,1/10/2019,9,198.25
3,1128,3ID10190,1/10/2019,22,27.25
3,1129,3ID10191,1/10/2019,5,197.25
3,1129,3ID10191,1/10/2019,7,187.25
3,1129,3ID10191,1/10/2019,22,27.25
2,1130,2ID10192,1/10/2019,31,1374.75
2,1130,2ID10192,1/10/2019,31,1374.75
2,1130,2ID10192,1/10/2019,31,1374.75
1,1131,1ID10193,1/10/2019,6,197
3,1132,3ID10194,1/10/2019,9,192
3,1132,3ID10194,1/10/2019,18,197
1,1004,1ID10195,1/10/2019,15,197
2,1133,2ID10196,1/11/2019,15,204.5
2,1133,2ID10196,1/11/2019,25,254.5
2,1133,2ID10196,1/11/2019,6,204.5
2,1133,2ID10196,1/11/2019,6,147.25
3,1074,3ID10197,1/11/2019,33,192.25
3,1134,3ID10198,1/11/2019,6,137.25
3,1134,3ID10198,1/11/2019,17,187.25
3,1135,3ID10199,1/11/2019,15,137.25
3,1135,3ID10199,1/11/2019,18,142.25
3,1136,3ID10200,1/11/2019,43,137.25
3,1136,3ID10200,1/11/2019,35,187.25
3,1136,3ID10200,1/11/2019,34,137.25
3,1121,3ID10201,1/11/2019,5,258.25
1,1035,1ID10202,1/11/2019,6,139.75
2,1137,2ID10203,1/11/2019,33,197.25
2,1138,2ID10204,1/11/2019,28,197.25
2,1138,2ID10204,1/11/2019,8,147.25
2,1138,2ID10204,1/11/2019,10,122.25
2,1094,2ID10205,1/11/2019,16,297.25
2,1094,2ID10205,1/11/2019,14,197.25
2,1094,2ID10205,1/11/2019,28,197.25
2,1139,2ID10206,1/11/2019,16,254.5
2,1139,2ID10206,1/11/2019,26,216
2,1092,2ID10207,1/11/2019,7,197.25
2,1092,2ID10207,1/11/2019,44,42.25
2,1092,2ID10207,1/11/2019,3,47.25
2,1092,2ID10207,1/11/2019,8,147.25
3,1140,3ID10208,1/12/2019,7,242
3,1140,3ID10208,1/12/2019,7,248.25
3,1140,3ID10208,1/12/2019,9,199.75
2,1067,2ID10209,1/12/2019,16,228.5
2,1067,2ID10209,1/12/2019,26,197.25
1,1141,1ID10210,1/12/2019,15,139.75
1,1141,1ID10210,1/12/2019,45,53.5
3,1011,3ID10211,1/12/2019,27,202
1,1142,1ID10212,1/12/2019,18,202
1,1142,1ID10212,1/12/2019,23,139.75
1,1142,1ID10212,1/12/2019,46,104.75
1,1142,1ID10212,1/12/2019,41,197
3,1143,3ID10213,1/12/2019,41,192
1,1144,1ID10214,1/12/2019,9,203.25
3,1145,3ID10215,1/12/2019,33,192.25
1,1146,1ID10216,1/12/2019,15,197
2,1147,2ID10217,1/12/2019,26,197.25
2,1147,2ID10217,1/12/2019,20,197.25
2,1148,2ID10218,1/12/2019,15,204.5
2,1148,2ID10218,1/12/2019,23,204.5
3,1149,3ID10219,1/12/2019,23,204.5
1,1012,1ID10220,1/12/2019,20,199.75
1,1012,1ID10220,1/12/2019,20,199.75
2,1150,2ID10221,1/12/2019,26,228.5
2,1151,2ID10222,1/12/2019,26,297.25
2,1152,2ID10223,1/12/2019,7,254.5
2,1153,2ID10224,1/12/2019,25,197.25
2,1153,2ID10224,1/12/2019,47,137.25
2,1153,2ID10224,1/12/2019,7,197.25
1,1154,1ID10225,1/12/2019,33,258.25
1,1154,1ID10225,1/12/2019,5,263.25
1,1155,1ID10226,1/12/2019,6,189.75
1,1155,1ID10226,1/12/2019,27,149.75
2,1156,2ID10227,1/13/2019,31,999.75
2,1156,2ID10227,1/13/2019,48,1124.75
3,1157,3ID10228,1/13/2019,18,142.25
3,1157,3ID10228,1/13/2019,18,142.25
3,1157,3ID10228,1/13/2019,11,147.25
3,1157,3ID10228,1/13/2019,15,137.25
2,1158,2ID10229,1/13/2019,33,197.25
2,1158,2ID10229,1/13/2019,29,18.75
3,1159,3ID10230,1/13/2019,2,87.25
3,1159,3ID10230,1/13/2019,25,187.25
3,1159,3ID10230,1/13/2019,27,147.25
2,1160,2ID10231,1/13/2019,11,147.25
2,1160,2ID10231,1/13/2019,11,147.25
2,1160,2ID10231,1/13/2019,11,147.25
2,1160,2ID10231,1/13/2019,11,147.25
2,1160,2ID10231,1/13/2019,11,147.25
2,1160,2ID10231,1/13/2019,5,197.25
1,1161,1ID10232,1/13/2019,17,184.75
1,1161,1ID10232,1/13/2019,6,139.75
1,1161,1ID10232,1/13/2019,18,202
1,1161,1ID10232,1/13/2019,43,139.75
3,1162,3ID10233,1/13/2019,5,252
1,1163,1ID10234,1/13/2019,8,139.75
1,1163,1ID10234,1/13/2019,15,139.75
1,1163,1ID10234,1/13/2019,27,149.75
1,1163,1ID10234,1/13/2019,27,149.75
3,1164,3ID10235,1/13/2019,20,252
1,1165,1ID10236,1/13/2019,1,202
3,1166,3ID10237,1/13/2019,23,192
1,1042,1ID10238,1/13/2019,4,189.75
1,1042,1ID10238,1/13/2019,29,18.75
1,1042,1ID10238,1/13/2019,13,184.75
1,1167,1ID10239,1/13/2019,6,139.75
1,1167,1ID10239,1/13/2019,20,199.75
1,1167,1ID10239,1/13/2019,16,189.75
1,1167,1ID10239,1/13/2019,23,139.75
1,1167,1ID10239,1/13/2019,16,208.5
1,1167,1ID10239,1/13/2019,49,179.75
1,1167,1ID10239,1/13/2019,25,189.75
1,1004,1ID10240,1/13/2019,34,197
1,1168,1ID10241,1/13/2019,6,197
2,1169,2ID10242,1/13/2019,9,147.25
2,1169,2ID10242,1/13/2019,9,147.25
2,1169,2ID10242,1/13/2019,18,147.25
2,1169,2ID10242,1/13/2019,27,147.25
3,1170,3ID10243,1/13/2019,50,187.25
3,1170,3ID10243,1/13/2019,50,206
3,1170,3ID10243,1/13/2019,50,206
1,1012,1ID10244,1/13/2019,20,199.75
1,1012,1ID10244,1/13/2019,20,199.75
3,1171,3ID10245,1/13/2019,7,187.25
3,1171,3ID10245,1/13/2019,33,211
2,1172,2ID10246,1/14/2019,4,197.25
2,1172,2ID10246,1/14/2019,24,197.25
2,1172,2ID10246,1/14/2019,8,204.5
2,1173,2ID10247,1/14/2019,25,197.25
3,1174,3ID10248,1/14/2019,16,187.25
3,1174,3ID10248,1/14/2019,25,187.25
1,1175,1ID10249,1/14/2019,20,199.75
1,1175,1ID10249,1/14/2019,33,194.75
1,1131,1ID10250,1/14/2019,6,197
2,1176,2ID10251,1/14/2019,2,97.25
2,1176,2ID10251,1/14/2019,24,147.25
2,1176,2ID10251,1/14/2019,37,147.25
2,1176,2ID10251,1/14/2019,23,147.25
2,1176,2ID10251,1/14/2019,9,147.25
2,1177,2ID10252,1/14/2019,20,260.75
2,1177,2ID10252,1/14/2019,20,260.75
2,1177,2ID10252,1/14/2019,22,27.25
1,1012,1ID10253,1/14/2019,20,199.75
1,1012,1ID10253,1/14/2019,20,199.75
1,1178,1ID10254,1/14/2019,13,248.25
1,1179,1ID10255,1/14/2019,26,194.75
1,1179,1ID10255,1/14/2019,28,189.75
1,1179,1ID10255,1/14/2019,40,27.25
3,1180,3ID10256,1/15/2019,1,142.25
3,1180,3ID10256,1/15/2019,1,197
2,1181,2ID10257,1/15/2019,1,147.25
2,1181,2ID10257,1/15/2019,27,159.75
2,1181,2ID10257,1/15/2019,9,147.25
2,1181,2ID10257,1/15/2019,18,147.25
2,1182,2ID10258,1/15/2019,32,31.25
2,1182,2ID10258,1/15/2019,20,228.5
1,1183,1ID10259,1/15/2019,6,139.75
1,1183,1ID10259,1/15/2019,18,144.75
2,1184,2ID10260,1/15/2019,14,247.25
1,1185,1ID10261,1/15/2019,6,139.75
1,1185,1ID10261,1/15/2019,6,197
2,1186,2ID10262,1/15/2019,36,106
2,1186,2ID10262,1/15/2019,8,204.5
2,1186,2ID10262,1/15/2019,16,260.75
2,1186,2ID10262,1/15/2019,27,147.25
2,1186,2ID10262,1/15/2019,12,106
2,1187,2ID10263,1/15/2019,16,260.75
2,1187,2ID10263,1/15/2019,13,260.75
1,1188,1ID10264,1/15/2019,18,157.25
1,1188,1ID10264,1/15/2019,28,189.75
1,1188,1ID10264,1/15/2019,33,194.75
1,1189,1ID10265,1/15/2019,9,139.75
1,1189,1ID10265,1/15/2019,7,253.25
1,1189,1ID10265,1/15/2019,20,263.25
1,1189,1ID10265,1/15/2019,20,263.25
2,1190,2ID10266,1/15/2019,6,147.25
2,1190,2ID10266,1/15/2019,20,197.25
2,1191,2ID10267,1/15/2019,1,178.5
2,1191,2ID10267,1/15/2019,23,147.25
1,1192,1ID10268,1/16/2019,31,999.75
1,1192,1ID10268,1/16/2019,31,999.75
1,1192,1ID10268,1/16/2019,31,999.75
2,1193,2ID10269,1/16/2019,5,197.25
2,1193,2ID10269,1/16/2019,5,197.25
2,1194,2ID10270,1/16/2019,17,254.5
2,1194,2ID10270,1/16/2019,8,204.5
3,1195,3ID10271,1/16/2019,9,137.25
3,1195,3ID10271,1/16/2019,9,137.25
3,1196,3ID10272,1/16/2019,1,197
3,1197,3ID10273,1/16/2019,15,198.25
2,1002,2ID10274,1/16/2019,20,254.5
2,1002,2ID10274,1/16/2019,2,97.25
3,1198,3ID10275,1/16/2019,15,192
3,1198,3ID10275,1/16/2019,9,137.25
3,1074,3ID10276,1/16/2019,40,27.25
3,1074,3ID10276,1/16/2019,20,197.25
3,1044,3ID10277,1/16/2019,35,206
2,1199,2ID10278,1/16/2019,5,197.25
2,1199,2ID10278,1/16/2019,26,197.25
1,1200,1ID10279,1/16/2019,5,263.25
1,1200,1ID10279,1/16/2019,22,29.75
1,1200,1ID10279,1/16/2019,25,253.25
3,1201,3ID10280,1/16/2019,16,242
3,1202,3ID10281,1/16/2019,5,197.25
3,1202,3ID10281,1/16/2019,22,27.25
3,1202,3ID10281,1/16/2019,51,87.25
3,1202,3ID10281,1/16/2019,33,192.25
2,1203,2ID10282,1/16/2019,28,197.25
2,1203,2ID10282,1/16/2019,13,197.25
3,1204,3ID10283,1/16/2019,4,237.25
3,1204,3ID10283,1/16/2019,26,211
1,1205,1ID10284,1/16/2019,15,139.75
1,1205,1ID10284,1/16/2019,37,144.75
3,1149,3ID10285,1/16/2019,1,197
3,1149,3ID10285,1/16/2019,15,192
2,1206,2ID10286,1/17/2019,31,999.75
2,1207,2ID10287,1/17/2019,16,197.25
2,1207,2ID10287,1/17/2019,25,197.25
2,1207,2ID10287,1/17/2019,41,209.75
2,1207,2ID10287,1/17/2019,13,197.25
2,1208,2ID10288,1/17/2019,33,197.25
3,1209,3ID10289,1/17/2019,25,187.25
3,1210,3ID10290,1/17/2019,6,137.25
3,1211,3ID10291,1/17/2019,7,248.25
3,1025,3ID10292,1/17/2019,18,197
3,1025,3ID10292,1/17/2019,18,197
2,1212,2ID10293,1/17/2019,34,204.5
2,1212,2ID10293,1/17/2019,34,204.5
2,1212,2ID10293,1/17/2019,32,31.25
2,1212,2ID10293,1/17/2019,42,204.5
3,1213,3ID10294,1/17/2019,43,192
1,1214,1ID10295,1/17/2019,10,97.25
2,1215,2ID10296,1/17/2019,52,297.25
2,1215,2ID10296,1/17/2019,45,53.5
3,1216,3ID10297,1/17/2019,34,137.25
3,1216,3ID10297,1/17/2019,38,137.25
3,1216,3ID10297,1/17/2019,30,137.25
3,1216,3ID10297,1/17/2019,30,137.25
3,1216,3ID10297,1/17/2019,1,142.25
3,1216,3ID10297,1/17/2019,15,137.25
3,1216,3ID10297,1/17/2019,8,137.25
3,1216,3ID10297,1/17/2019,8,137.25
3,1216,3ID10297,1/17/2019,8,137.25
3,1216,3ID10297,1/17/2019,47,127.25
3,1216,3ID10297,1/17/2019,47,127.25
3,1216,3ID10297,1/17/2019,9,137.25
2,1217,2ID10298,1/17/2019,31,999.75
2,1218,2ID10299,1/17/2019,26,254.5
2,1219,2ID10300,1/17/2019,23,147.25
2,1219,2ID10300,1/17/2019,40,24.75
1,1012,1ID10301,1/17/2019,20,199.75
1,1012,1ID10301,1/17/2019,25,189.75
1,1220,1ID10302,1/17/2019,5,199.75
1,1221,1ID10303,1/17/2019,37,144.75
1,1221,1ID10303,1/17/2019,50,248.25
2,1222,2ID10304,1/18/2019,53,674.75
2,1222,2ID10304,1/18/2019,54,99.75
2,1222,2ID10304,1/18/2019,54,99.75
2,1222,2ID10304,1/18/2019,54,99.75
2,1222,2ID10304,1/18/2019,31,999.75
2,1223,2ID10305,1/18/2019,15,210.75
2,1223,2ID10305,1/18/2019,36,99.75
2,1223,2ID10305,1/18/2019,6,147.25
2,1223,2ID10305,1/18/2019,10,99.75
3,1114,3ID10306,1/18/2019,8,137.25
3,1114,3ID10306,1/18/2019,28,187.25
3,1114,3ID10306,1/18/2019,14,223.5
3,1114,3ID10306,1/18/2019,23,137.25
2,1224,2ID10307,1/18/2019,29,18.75
2,1224,2ID10307,1/18/2019,23,204.5
2,1225,2ID10308,1/18/2019,7,260.75
3,1226,3ID10309,1/18/2019,40,27.25
3,1226,3ID10309,1/18/2019,23,137.25
3,1226,3ID10309,1/18/2019,27,147.25
3,1011,3ID10310,1/18/2019,27,147.25
3,1011,3ID10310,1/18/2019,1,142.25
3,1227,3ID10311,1/18/2019,18,197
3,1228,3ID10312,1/18/2019,15,192
3,1135,3ID10313,1/18/2019,18,142.25
3,1135,3ID10313,1/18/2019,15,137.25
1,1229,1ID10314,1/18/2019,26,252
1,1229,1ID10314,1/18/2019,25,189.75
1,1229,1ID10314,1/18/2019,25,189.75
1,1229,1ID10314,1/18/2019,18,202
1,1229,1ID10314,1/18/2019,6,197
1,1229,1ID10314,1/18/2019,39,197
1,1229,1ID10314,1/18/2019,7,189.75
1,1229,1ID10314,1/18/2019,7,189.75
3,1230,3ID10315,1/18/2019,9,192
3,1230,3ID10315,1/18/2019,9,192
3,1231,3ID10316,1/18/2019,5,258.25
3,1216,3ID10317,1/18/2019,31,974.75
2,1232,2ID10318,1/18/2019,55,374.75
